"id","retired_name","name","practice","motion_profile","primary","secondary","side_sequence","mode","presentation","hold_frame_percent","media_source_id","file","url","source_page","start_seconds","duration_seconds","frames_per_second","crop","ping_pong","mirror_for_alternation","review"
"263","Standing Straight-Arm Pressback","Bent-Over Straight-Arm Pressback Hold","Standing isometrics","StraightArmPressbackHold","ShoulderAdductorsAndExtensors","ScapularGirdle|ElbowExtensors|SpinalExtensors|AbdominalWall","Continuous","Hold","Still","50","","bat-wings-workout.mp4","https://www.youtube.com/watch?v=E1FkoDDbzu4","https://www.youtube.com/watch?v=E1FkoDDbzu4","245","25","8","crop=ih:ih:(iw-ih)/2:0","false","false","A solo full-body human holds a visible hip hinge with both straight arms extended behind the torso, turning a weak pulse into a sustained long-lever isometric."
"264","Standing Arm Circles","Backward Standing Arm Circles","Standing mobility and movement practice","ArmCircle","ShoulderAbductors","ScapularGirdle|RotatorCuff","Continuous","Repetition","Motion","0","","PJO1hQSMPT4.mp4","https://www.youtube.com/watch?v=PJO1hQSMPT4","https://www.youtube.com/watch?v=PJO1hQSMPT4","28","5.5","8","crop=ih:ih:(iw-ih)/2:0","false","false","The formerly direction-ambiguous identity is migrated so each linked direction has an explicit name, exact demonstration, and independent score."
"265","Standing Bent-Elbow Arm Raise","Standing Speed-Bag Punches","Boxing conditioning","SpeedBagPunch","ShoulderAbductors","ScapularGirdle|ElbowExtensors|ForearmFlexorsAndPronators|ForearmExtensorsAndSupinators|RotatorCuff|AbdominalWall","Continuous","Repetition","Motion","0","","standing-speed-bag-punches.mp4","https://www.youtube.com/watch?v=OOHFTjpK5LM","https://www.youtube.com/watch?v=OOHFTjpK5LM","24","16","8","crop=ih:ih:(iw-ih)/2:0","false","false","A full-body human continuously circles the forearms in a clear speed-bag rhythm without a bag, partner, jumping, or travel."
"266","Standing Palms-Up Arm Raise","T-Arm Shoulder Hold","Shoulder isometrics","TArmHold","ShoulderAbductors","ScapularGirdle|RotatorCuff|AbdominalWall","Continuous","Hold","Still","50","","kfP_9z-BtmA.mp4","https://www.youtube.com/watch?v=kfP_9z-BtmA","https://www.youtube.com/watch?v=kfP_9z-BtmA","159.5","1","8","crop=ih:ih:(iw-ih)/2:0","false","false","A full-body human holds both straight arms horizontally in a T, making the sustained shoulder-endurance task complete in one frame."
"267","T-Position Shoulder Rotation","Standing Calf-Raise Hold","Calf isometrics","CalfRaiseHold","CalfDeepPosteriorLegAndPlantarFoot","Soleus|AbdominalWall","Continuous","Hold","Still","15","","ballet-second-position-releve.webm","https://upload.wikimedia.org/wikipedia/commons/f/fe/Relev%C3%A9%2C_ballet_technique_tutorial.webm","https://commons.wikimedia.org/wiki/File:Relev%C3%A9,_ballet_technique_tutorial.webm","3.2","3.6","10","","true","false","A human holds both heels visibly raised while standing upright; the static final frame removes all off-foot ground contact and makes the calf task immediate."
"268","Self-Resisted External-Rotation Isometric","Goalpost-to-T Rotations","Standing shoulder mobility","GoalpostTRotation","RotatorCuff","ShoulderAbductors|ScapularGirdle","Continuous","Repetition","Motion","0","","kfP_9z-BtmA.mp4","https://www.youtube.com/watch?v=kfP_9z-BtmA","https://www.youtube.com/watch?v=kfP_9z-BtmA","64","24","8","crop=ih:ih:(iw-ih)/2:0","false","false","A full human demonstration shows the complete named movement without equipment, support, jumping, travel outside three metres, or hidden resistance."
"269","Self-Resisted Curl-and-Press","Standing Leg-Resistance Biceps Curl","Standing strength and balance","LegResistanceCurl","ElbowFlexors","ForearmFlexorsAndPronators|IntrinsicHand|HipAbductors|CalfDeepPosteriorLegAndPlantarFoot|AnteriorLateralLowerLegAndDorsalFoot|AbdominalWall","ScreenLeftThenRight","Repetition","Motion","0","","standing-leg-resistance-biceps-curl.mp4","https://www.youtube.com/watch?v=AMoeIeT3Gyw","https://www.youtube.com/watch?v=AMoeIeT3Gyw","389.1","3.6","10","crop=320:360:80:0","false","false","A full-body human visibly uses the raised leg as resistance through repeated biceps curls while balancing on the other foot; the app mirrors the roles."
"270","Palm-Squeeze Forward Press","Goalpost Chest-Opener Hold","Standing stretching","GoalpostChestOpener","Chest","ShoulderAbductors|ScapularGirdle|RotatorCuff","Continuous","Hold","Still","50","","kfP_9z-BtmA.mp4","https://www.youtube.com/watch?v=kfP_9z-BtmA","https://www.youtube.com/watch?v=kfP_9z-BtmA","126","24","8","crop=ih:ih:(iw-ih)/2:0","false","false","A full-body human settles with both elbows open in a goalpost position, making the chest-opening hold clear without looping an unloaded gesture."
"272","Soleus Walk","Unsupported Single-Leg Bent-Knee Calf Raise","Calf strengthening","SingleLegBentKneeCalfRaise","Soleus","CalfDeepPosteriorLegAndPlantarFoot|AnteriorLateralLowerLegAndDorsalFoot|HipAbductors|AbdominalWall","ScreenRightThenLeft","Repetition","Motion","0","","unsupported-single-leg-bent-knee-calf-raise.mp4","https://www.youtube.com/watch?v=FD_beWLXe6w","https://www.youtube.com/watch?v=FD_beWLXe6w","3","8.5","8","crop=ih:ih:(iw-ih)/2:0","false","false","Reviewed replacement: the exact human demonstration makes Unsupported Single-Leg Bent-Knee Calf Raise immediately copyable without equipment, support, or excess travel."
"274","Dynamic-Resistance Lat Pulldown","Alternating Boxing Uppercuts","Boxing","MartialHand","ElbowFlexors","Chest|AbdominalWall|GlutealExtensors","Continuous","Repetition","Motion","0","","boxing-alternating-uppercuts.mp4","https://www.youtube.com/watch?v=CTN0PVWpHy8","https://www.youtube.com/watch?v=CTN0PVWpHy8","10","11.5","10","crop=ih:ih:(iw-ih)/2:0","false","false","Reviewed media repair: setup footage was removed so the full-body human demonstration opens directly on continuous alternating uppercuts."
"275","Dynamic-Resistance Low Chest Press","Backward Arm Circles","Shoulder endurance","ArmCircle","RotatorCuff","ShoulderAbductors|ScapularGirdle|AbdominalWall","Continuous","Repetition","Motion","0","","kfP_9z-BtmA.mp4","https://www.youtube.com/watch?v=kfP_9z-BtmA","https://www.youtube.com/watch?v=kfP_9z-BtmA","190","24","8","crop=ih:ih:(iw-ih)/2:0","false","false","A full human demonstration shows the complete named movement without equipment, support, jumping, travel outside three metres, or hidden resistance."
"276","Dynamic-Resistance High Chest Press","Muay Thai Upward Elbow Strike","Muay Thai","MartialHand","ElbowFlexors","ShoulderAbductors|Chest|AbdominalWall|RotatorCuff","ScreenRightThenLeft","Repetition","Motion","0","","upward-elbow-strikes-clear.mp4","https://www.youtube.com/watch?v=9Vy5BfIlr-8","https://www.youtube.com/watch?v=9Vy5BfIlr-8","0","9.8","10","crop=ih:ih:iw-ih:0","false","false","Reviewed media repair: a tightly framed solo human repeatedly drives the elbow upward from guard, with the named path visible immediately."
"278","Dynamic-Resistance Lateral Triceps Extension","Staggered-Stance Straight Punch","Boxing conditioning","StraightPunch","ElbowExtensors","ShoulderAdductorsAndExtensors|ScapularGirdle|ForearmFlexorsAndPronators|ForearmExtensorsAndSupinators","ScreenRightThenLeft","Repetition","Motion","0","","tTkZ9oNMwXs.mp4","https://www.youtube.com/watch?v=tTkZ9oNMwXs","https://www.youtube.com/watch?v=tTkZ9oNMwXs","5","10","10","crop=ih:ih:(iw-ih)/2:0","false","false","A full human demonstration shows the complete named movement without equipment, support, jumping, travel outside three metres, or hidden resistance."
"279","Dynamic-Resistance Triceps Pushdown","Staggered-Stance Jab-Cross","Karate conditioning","JabCross","ElbowExtensors","ShoulderAdductorsAndExtensors|ScapularGirdle|ForearmFlexorsAndPronators","ScreenRightThenLeft","Repetition","Motion","0","","chuck-norris-private-lesson.mp4","https://www.youtube.com/watch?v=TIo6D2CO6uI","https://www.youtube.com/watch?v=TIo6D2CO6uI","544.45","13.8","8","crop=ih:ih:(iw-ih)/2:0","false","false","A full human demonstration shows the complete named movement without equipment, support, jumping, travel outside three metres, or hidden resistance."
"280","Ringing-the-Towel Wrist Inversion","Alternating Boxing Hook Punches","Boxing","MartialHand","Chest","RotatorCuff|AbdominalWall|ElbowFlexors|ForearmExtensorsAndSupinators","Continuous","Repetition","Motion","0","","boxing-alternating-hooks.mp4","https://www.youtube.com/watch?v=4VOcf7j4VTM","https://www.youtube.com/watch?v=4VOcf7j4VTM","0","11","10","crop=ih:ih:(iw-ih)/2:0","false","false","Reviewed replacement: the exact human demonstration makes Alternating Boxing Hook Punches immediately copyable without equipment, support, or excess travel."
"281","Self-Resisted Isometric Pronation","Alternating Overhead Punch","Standing bodyweight conditioning","OverheadPunch","ElbowExtensors","ShoulderAbductors|ScapularGirdle|ForearmExtensorsAndSupinators","Continuous","Repetition","Motion","0","","standing-tone-arms.mp4","https://www.youtube.com/watch?v=pWhJAwM4yeQ","https://www.youtube.com/watch?v=pWhJAwM4yeQ","475.4","12.1","8","crop=ih:ih:(iw-ih)/2:0","false","false","The demonstrator alternates full overhead punches with straight elbow extension while maintaining a quiet marching weight shift. Distinct from High-Low Punches and Kickback with Sky Punch: every strike follows the same vertical overhead path and there is no kickback."
"282","Qigong Drilling Fists","Side-Step Knee Drive with Alternating Side Punches","Low-impact boxing conditioning","SideStepKneeDriveSidePunch","ElbowExtensors","Chest|ForearmFlexorsAndPronators|ForearmExtensorsAndSupinators|IntrinsicHand|ShoulderAbductors|HipFlexors|HipAbductors|AbdominalWall","ScreenLeftThenRight","Repetition","Motion","0","","6P_JPNPgXig.mp4","https://www.youtube.com/watch?v=6P_JPNPgXig","https://www.youtube.com/watch?v=6P_JPNPgXig","702","12","8","crop=ih:ih:(iw-ih)/2:0","false","false","The human steps to one side, returns into a same-side knee drive, and alternates chest-height punches toward the sides. The literal name now includes every defining part of the demonstrated combination."
"283","Qigong Fist Rotation","Open Hand to Straight Fist","Hand therapy","StraightFistTendonGlide","IntrinsicHand","ForearmFlexorsAndPronators|ForearmExtensorsAndSupinators","ScreenRightThenLeft","Repetition","Motion","0","","ZT4lKQ1GcEc.mp4","https://www.youtube.com/watch?v=ZT4lKQ1GcEc","https://www.youtube.com/watch?v=ZT4lKQ1GcEc","178","10","10","crop=ih:ih:(iw-ih)/2:0","true","false","The literal name states the two visible positions, so the exact hand motion is copyable without specialist tendon-glide terminology."
"284","Five-Animal Qigong Tiger Piercing","Side-to-Side Ankle Rocks","Standing bodyweight conditioning","AnkleRock","AnteriorLateralLowerLegAndDorsalFoot","CalfDeepPosteriorLegAndPlantarFoot|Soleus|HipAbductors","Continuous","Repetition","Motion","0","","julia-balance-stability.mp4","https://www.youtube.com/watch?v=9Slz5XXmLpM","https://www.youtube.com/watch?v=9Slz5XXmLpM","14","28","8","crop=ih:ih:(iw-ih)/2:0","false","false","With both feet planted, the demonstrator shifts body weight smoothly from the medial edges to the lateral edges of the feet and back. Distinct from Heel-to-Toe Balance Rocks, which moves sagittally between heels and forefeet; this is a frontal-plane rock."
"285","Supinated-Grip Self-Resisted Biceps Curl","Karate Inside Block","Karate","InsideBlock","ElbowFlexors","ForearmFlexorsAndPronators|IntrinsicHand","ScreenRightThenLeft","Repetition","Motion","0","","karate-inside-block-stationary.mp4","https://www.youtube.com/watch?v=l3nefmJYLsA","https://www.youtube.com/watch?v=l3nefmJYLsA","8.25","2.25","10","crop=ih:ih:(iw-ih)/2:0","false","false","A stationary full-body human demonstrates one complete inside-block repetition at normal practice speed. Both feet remain fixed, the working screen-right arm is unobscured, and runtime mirroring supplies the opposite side."
"286","Self-Resisted Hammer Curl","Karate Outside Block","Karate","OutsideBlock","ElbowFlexors","ForearmFlexorsAndPronators|ForearmExtensorsAndSupinators|IntrinsicHand","ScreenRightThenLeft","Repetition","Motion","0","","karate-outside-block-stationary.mp4","https://www.youtube.com/watch?v=YbetlAnKqUk","https://www.youtube.com/watch?v=YbetlAnKqUk","124.25","4","10","crop=ih:ih:(iw-ih)/2:0","false","false","A stationary full-body human demonstrates one complete outside-block repetition at normal practice speed. Both feet remain fixed, the working screen-right arm is unobscured, and runtime mirroring supplies the opposite side."
"287","Self-Resisted Reverse Curl","Wide-Stance Alternating Uppercuts","Boxing conditioning","Uppercut","ElbowFlexors","ShoulderAbductors|AbdominalWall|MedialAndDeepKneeExtensors|LateralKneeExtensors|GlutealExtensors","Alternating","Repetition","Motion","0","","cardio-uppercuts.mp4","https://www.youtube.com/watch?v=zIuEdGhLtdY","https://www.youtube.com/watch?v=zIuEdGhLtdY","20","16","10","crop=ih:ih:(iw-ih)/2:0","false","false","A centered full-body loop repeatedly alternates unmistakable uppercuts with a visible wide-stance weight shift; there is no setup-only or talking-only footage."
"288","Isometric Biceps Hold","Forward Knee-and-Ankle Circles","Standing bodyweight conditioning","KneeAnkleCircle","AnteriorLateralLowerLegAndDorsalFoot","DeepHipRotators|HipFlexors|AbdominalWall|CalfDeepPosteriorLegAndPlantarFoot","ScreenLeftThenRight","Repetition","Motion","0","","julia-balance-stability.mp4","https://www.youtube.com/watch?v=9Slz5XXmLpM","https://www.youtube.com/watch?v=9Slz5XXmLpM","99","27.5","8","crop=ih:ih:(iw-ih)/2:0","false","false","Balancing on one foot, the demonstrator holds the other knee at hip height and traces controlled forward knee-and-ankle circles; the timed second side supplies the other leg."
"289","Heaven-to-Earth Finger Rotation","Fingertip Spider Presses","Hand conditioning","FingertipSpiderPress","IntrinsicHand","ForearmFlexorsAndPronators|ForearmExtensorsAndSupinators","Continuous","Repetition","Motion","0","","fingertip-spider-presses.mp4","https://www.youtube.com/watch?v=2G6pHQJEbWQ","https://www.youtube.com/watch?v=2G6pHQJEbWQ","53","17","10","crop=ih*35/36:ih*13/18:iw*39/128:ih/9","false","false","Both human hands repeatedly press the fingertips together, spread into a visible spider shape, and return; the action is larger and immediately copyable."
"291","Black Dragon Enters the Cave","Open Hand to Claw Fist","Hand therapy","ClawTendonGlide","IntrinsicHand","ForearmFlexorsAndPronators|ForearmExtensorsAndSupinators","ScreenRightThenLeft","Repetition","Motion","0","","ZT4lKQ1GcEc.mp4","https://www.youtube.com/watch?v=ZT4lKQ1GcEc","https://www.youtube.com/watch?v=ZT4lKQ1GcEc","148","10","10","crop=ih:ih:(iw-ih)/2:0","true","false","The literal name states the two visible positions, so the exact hand motion is copyable without specialist tendon-glide terminology."
"292","Thrusting Fingers Qigong","Standing Bird Dog","Balance training","BirdDog","SpinalExtensors","DeepAndIntersegmentalBack|AbdominalWall|GlutealExtensors|ShoulderAbductors","ScreenRightThenLeft","Repetition","Motion","0","","standing-bird-dog.mp4","https://www.youtube.com/watch?v=dbjHclnnX-4","https://www.youtube.com/watch?v=dbjHclnnX-4","0","15.5","8","crop=ih:ih:(iw-ih)/2:0","false","false","A human demonstrator balances unsupported, reaches one arm forward with the opposite leg back, and returns to standing; the timed second phase mirrors the opposite arm-leg pairing."
"293","Sword-Fingers Qigong Sequence","Opposite-Hand Finger-Web Stretches","Active isolated stretching","FingerMotion","IntrinsicHand","ForearmFlexorsAndPronators|ForearmExtensorsAndSupinators","ScreenLeftThenRight","Repetition","Motion","0","","finger-web-space-stretch.mp4","https://www.youtube.com/watch?v=uPO-zST-7EE","https://www.youtube.com/watch?v=uPO-zST-7EE","175","8.5","10","crop=ih*35/36:ih*5/6:0:ih/18","false","false","The literal name describes the opposite hand visibly opening and releasing each gap between the working fingers."
"294","Tiger-Claw Grip Flow","Five-Position Tendon Glide","Hand therapy","TendonGlideSequence","IntrinsicHand","ForearmFlexorsAndPronators|ForearmExtensorsAndSupinators","ScreenRightThenLeft","Repetition","Motion","0","","ZT4lKQ1GcEc.mp4","https://www.youtube.com/watch?v=ZT4lKQ1GcEc","https://www.youtube.com/watch?v=ZT4lKQ1GcEc","198","25","10","crop=ih:ih:(iw-ih)/2:0","false","false","A full human demonstration shows the complete named movement without equipment, support, jumping, travel outside three metres, or hidden resistance."
"295","Yi Jin Jing Dragon Claw","Ankle Squat March","Standing bodyweight conditioning","SquatMarch","Soleus","CalfDeepPosteriorLegAndPlantarFoot|AnteriorLateralLowerLegAndDorsalFoot|MedialAndDeepKneeExtensors|LateralKneeExtensors|GlutealExtensors","Continuous","Repetition","Motion","0","","julia-balance-stability.mp4","https://www.youtube.com/watch?v=9Slz5XXmLpM","https://www.youtube.com/watch?v=9Slz5XXmLpM","188","33","8","crop=ih:ih:(iw-ih)/2:0","false","false","The demonstrator stays in a shallow squat and alternates controlled heel and forefoot lifts like a compact ankle-driven march. Distinct from Penguin Balance March and ordinary High-Knee March because the body stays low and the ankle action is the visible task."
"296","Eagle-Claw and Tiger-Claw Coordination","Single-Leg Sprinter March","Standing bodyweight conditioning","SprinterMarch","GlutealExtensors","MedialAndDeepKneeExtensors|LateralKneeExtensors|HipFlexors|CalfDeepPosteriorLegAndPlantarFoot|AbdominalWall","ScreenLeftThenRight","Repetition","Motion","0","","julia-balance-stability.mp4","https://www.youtube.com/watch?v=9Slz5XXmLpM","https://www.youtube.com/watch?v=9Slz5XXmLpM","237","30","8","crop=ih:ih:(iw-ih)/2:0","false","false","One leg repeatedly steps back into a low sprinter stance and then drives forward to a high knee while the other leg remains the working support. Distinct from Skater-RDL Balance: this uses a grounded straight-back sprinter step rather than a dia…2030 tokens truncated…otion"
"301","Large Arm Sweep Up and Down","Overhead Arm Pumps","Shoulder endurance","OverheadArmPump","ShoulderAbductors","ScapularGirdle|RotatorCuff|ElbowExtensors","Continuous","Repetition","Motion","0","","standing-bellows-breath-arm-pumps.mp4","https://www.youtube.com/watch?v=VSUQcIC_r1k","https://www.youtube.com/watch?v=VSUQcIC_r1k","60","16","8","crop=ih:ih:(iw-ih)/2:0","false","false","A human repeatedly pumps both bent arms from shoulder height to overhead at a clear conditioning cadence; the literal name does not claim a stance outside the crop or depend on breath narration."
"302","Large Bidirectional Arm Circles","Marching Forward Arm Circles","Low-impact conditioning","MarchingForwardArmCircle","ShoulderAbductors","RotatorCuff|ShoulderAdductorsAndExtensors|ScapularGirdle|HipFlexors|MedialAndDeepKneeExtensors|LateralKneeExtensors|CalfDeepPosteriorLegAndPlantarFoot","Continuous","Repetition","Motion","0","","marching-arm-circles.mp4","https://www.youtube.com/watch?v=ZtSWL-2qrkM","https://www.youtube.com/watch?v=ZtSWL-2qrkM","0.4","13.4","10","crop=ih:ih:(iw-ih)/2:0","false","false","A fully visible planted human marches in place while both straight arms make repeated forward circles. The clip shows the complete natural movement at normal speed without support or used equipment."
"304","Windmill Arms","Marching Backward Arm Circles","Low-impact conditioning","MarchingBackwardArmCircle","ShoulderAbductors","RotatorCuff|ShoulderAdductorsAndExtensors|ScapularGirdle|HipFlexors|MedialAndDeepKneeExtensors|LateralKneeExtensors|CalfDeepPosteriorLegAndPlantarFoot","Continuous","Repetition","Motion","0","","marching-arm-circles.mp4","https://www.youtube.com/watch?v=ZtSWL-2qrkM","https://www.youtube.com/watch?v=ZtSWL-2qrkM","14.4","13.4","10","crop=ih:ih:(iw-ih)/2:0","false","false","The same centered full-body human continues marching in place while both straight arms make repeated backward circles. This opposite direction follows the forward block as one atomic sequence."
"305","Cross-Body Arm Swings","Standing March with Torso Twist","Low-impact conditioning","MarchingTorsoTwist","DeepAndIntersegmentalBack","AbdominalWall|HipFlexors|ShoulderAbductors|ShoulderAdductorsAndExtensors|ScapularGirdle","Alternating","Repetition","Motion","0","","twisting-march-arZliEOfOcc.mp4","https://www.youtube.com/watch?v=arZliEOfOcc","https://www.youtube.com/watch?v=arZliEOfOcc","5.667","4.6","12","crop=ih:ih:(iw-ih)*0.8:0","false","false","A full-body human alternates knee lifts while deliberately rotating the whole torso left and right with bent arms held in guard. The phase-matched trim shows both sides repeatedly, keeps every limb visible, needs no support or equipment, and loops cleanly."
"307","Front Arm Raise","Self-Resisted Neck Flexion Isometric","Self-resistance","SelfResistedNeckFlexion","AnteriorLateralNeckAndHyoidMuscles","PosteriorNeckAndSuboccipitalMuscles|ShoulderAbductors|ScapularGirdle|RotatorCuff|ElbowFlexors","Continuous","Hold","Motion","55","","standing-self-resisted-neck-flexion.mp4","https://www.youtube.com/watch?v=LTuN2JESRaQ","https://www.youtube.com/watch?v=LTuN2JESRaQ","8.5","23.5","10","crop=ih:ih:(iw-ih)/2:0","false","false","A clear standing profile shows one hand pressing the forehead while the head remains neutral against that resistance. The packaged hold frame preserves the exact visible isometric position."
"308","Lateral Arm Raise","Self-Resisted Neck Side-Bend Isometric","Self-resistance","SelfResistedNeckSideBend","AnteriorLateralNeckAndHyoidMuscles","PosteriorNeckAndSuboccipitalMuscles|ShoulderAbductors|ScapularGirdle|RotatorCuff|ElbowFlexors","ScreenLeftThenRight","Hold","Motion","55","","self-resisted-neck-side-bend.mp4","https://www.youtube.com/watch?v=kPCXiqTVois","https://www.youtube.com/watch?v=kPCXiqTVois","0","12.6","10","crop=ih:ih:(iw-ih)/2:0","false","false","A clean upper-body view shows the palm at the temple and a neutral head resisting a lateral press. Nomadic Method mirrors the unobscured footage for the other side, with no text or directional graphic in the crop."
"309","Scaption Raise","Self-Resisted Neck Rotation Isometric","Self-resistance","SelfResistedNeckRotation","AnteriorLateralNeckAndHyoidMuscles","PosteriorNeckAndSuboccipitalMuscles|ShoulderAbductors|ScapularGirdle|RotatorCuff|ElbowFlexors","ScreenRightThenLeft","Hold","Motion","55","","self-resisted-neck-rotation.mp4","https://www.youtube.com/watch?v=E5ad2c2z_Bc","https://www.youtube.com/watch?v=E5ad2c2z_Bc","0","21","10","crop=ih:ih:(iw-ih)/2:0","false","false","A centered upper-body human presses the palm against the side of the face while holding the head neutral against rotational resistance. The mirrored second block supplies the opposite side."
"310","Standing Rear-Delt Sweep","Self-Resisted Neck Extension Isometric","Self-resistance","SelfResistedNeckExtension","PosteriorNeckAndSuboccipitalMuscles","AnteriorLateralNeckAndHyoidMuscles|ShoulderAbductors|ScapularGirdle|RotatorCuff|ElbowFlexors","Continuous","Hold","Motion","55","","standing-self-resisted-neck-extension.mp4","https://www.youtube.com/watch?v=Zd0b7B12IqA","https://www.youtube.com/watch?v=Zd0b7B12IqA","8.5","19.5","10","crop=ih:ih:(iw-ih)/2:0","false","false","A clear standing profile shows both hands behind the head while the head remains neutral against backward pressure. It forms the opposing extension block after flexion without hiding the working position."
"314","Alternating Forward Lunge with Biceps Curl","Alternating Forward Lunge Pulses","Bodyweight conditioning","ForwardLungePulse","MedialAndDeepKneeExtensors","LateralKneeExtensors|GlutealExtensors|HipFlexors","Continuous","Repetition","Motion","0","","FGB_9YVUmfY.mp4","https://www.youtube.com/watch?v=FGB_9YVUmfY","https://www.youtube.com/watch?v=FGB_9YVUmfY","190","25","8","crop=ih:ih:(iw-ih)/2:0","false","false","A full human demonstration shows the complete named movement without equipment, support, jumping, travel outside three metres, or hidden resistance."
"321","Alternating Cross-Step Arms Raise","Side-Tap Alternating Arm Raises","Low-impact conditioning","SideTapArmRaise","ShoulderAbductors","ScapularGirdle|RotatorCuff|AccessoryHipAdductors|HipAbductors","Continuous","Repetition","Motion","0","","6P_JPNPgXig.mp4","https://www.youtube.com/watch?v=6P_JPNPgXig","https://www.youtube.com/watch?v=6P_JPNPgXig","191","12","8","crop=ih:ih:(iw-ih)/2:0","false","false","A full human demonstration shows the complete named movement without equipment, support, jumping, travel outside three metres, or hidden resistance."
"326","Wide-Stance Alternating Straight Punches","Rear-Hand Straight Punch","Boxing conditioning","RearHandStraightPunch","ElbowExtensors","Chest|ForearmFlexorsAndPronators|ShoulderAbductors|ScapularGirdle|RotatorCuff|IntrinsicHand|AbdominalWall","ScreenRightThenLeft","Repetition","Motion","0","","tTkZ9oNMwXs.mp4","https://www.youtube.com/watch?v=tTkZ9oNMwXs","https://www.youtube.com/watch?v=tTkZ9oNMwXs","18","10","10","crop=ih:ih:(iw-ih)/2:0","false","false","A full human demonstration shows the complete named movement without equipment, support, jumping, travel outside three metres, or hidden resistance."
"327","First-Position Standing Row","Muay Thai Horizontal Elbow Strike","Muay Thai","MartialHand","ElbowFlexors","Chest|RotatorCuff|AbdominalWall|ShoulderAdductorsAndExtensors","ScreenRightThenLeft","Repetition","Motion","0","","horizontal-elbow-strikes-clear.mp4","https://www.youtube.com/watch?v=ujppQiig9CU","https://www.youtube.com/watch?v=ujppQiig9CU","0","9.8","10","crop=ih:ih:iw-ih:0","false","false","Reviewed media repair: a tightly framed solo human repeatedly sweeps the elbow horizontally from guard, with the named path visible immediately."
"329","Qigong Gathering Qi","Standing Shoulder CAR","Shoulder mobility","ShoulderCAR","RotatorCuff","ShoulderAbductors|ScapularGirdle","ScreenRightThenLeft","Repetition","Motion","0","","GRHohA9PX_U.mp4","https://www.youtube.com/watch?v=GRHohA9PX_U","https://www.youtube.com/watch?v=GRHohA9PX_U","1","12","10","crop=ih:ih:(iw-ih)/2:0","false","false","A full human demonstration shows the complete named movement without equipment, support, jumping, travel outside three metres, or hidden resistance."
"338","High-Low Punches","Overhead Triceps Stretch with Side Bend","Stretching","SideReach","ElbowExtensors","ShoulderAdductorsAndExtensors|DeepAndIntersegmentalBack|AbdominalWall","ScreenLeftThenRight","Hold","Still","50","","overhead-triceps-side-stretch.mp4","https://www.youtube.com/watch?v=bNceHT6m21Q","https://www.youtube.com/watch?v=bNceHT6m21Q","4","9","8","crop=ih:ih:(iw-ih)/2:0","false","false","A standing human holds one elbow overhead with the opposite hand and settles into a clear lateral bend. The combined triceps and side-body endpoint is stable, familiar, and mirrored for the timed second side."
"367","Tai Chi Wave Hands Like Clouds","Single-Leg Bodyweight Deadlift","Standing bodyweight conditioning","SingleLegDeadlift","PosteriorThighAndKneeFlexors","GlutealExtensors|SpinalExtensors|DeepAndIntersegmentalBack|HipAbductors|CalfDeepPosteriorLegAndPlantarFoot","ScreenRightThenLeft","Repetition","Motion","0","","julia-balance-stability.mp4","https://www.youtube.com/watch?v=9Slz5XXmLpM","https://www.youtube.com/watch?v=9Slz5XXmLpM","521","30","8","crop=ih:ih:(iw-ih)/2:0","false","false","The demonstrator hinges over one planted leg as the free leg extends straight behind, then returns upright without touching the floor or any support. The catalog has compound and mislabeled deadlift variants but no plain accurately demonstrated unsupported single-leg deadlift."
"390","Standing Abdominal Breathing","Inhale Arms Up, Exhale Step-Touch","Breath-led mobility","StepTouchArmArc","BreathingMuscles","ShoulderAbductors|ShoulderAdductorsAndExtensors|SpinalExtensors|PosteriorThighAndKneeFlexors|AbdominalWall","Alternating","Repetition","Motion","0","","6P_JPNPgXig.mp4","https://www.youtube.com/watch?v=6P_JPNPgXig","https://www.youtube.com/watch?v=6P_JPNPgXig","21","12","8","crop=ih:ih:(iw-ih)/2:0","false","false","The demonstrated breath-led step-touch switches sides within the clip, so it remains one alternating movement phase."
"391","Standing Lateral Rib Breathing","Inhale Arms Open, Exhale High-Knee","Breath-led conditioning","HighKneeOpenArmMarch","BreathingMuscles","ShoulderAbductors|ScapularGirdle|ElbowExtensors","Alternating","Repetition","Motion","0","","6P_JPNPgXig.mp4","https://www.youtube.com/watch?v=6P_JPNPgXig","https://www.youtube.com/watch?v=6P_JPNPgXig","475","12","8","crop=ih:ih:(iw-ih)/2:0","false","false","The source alternates left and right high knees while the arms open and close with the breath, so both sides are already contained in the reviewed loop."
"392","Standing Chest Breathing","Exhale-Down Inhale-Up Breathing Squat","Breathwork","BreathingSquat","BreathingMuscles","MajorHipAdductors|AccessoryHipAdductors|MedialAndDeepKneeExtensors|LateralKneeExtensors|GlutealExtensors|ShoulderAbductors|AbdominalWall","Continuous","Repetition","Motion","0","","breathing-squat-arm-sweep.mp4","https://www.youtube.com/watch?v=lTi05bpfeAw","https://www.youtube.com/watch?v=lTi05bpfeAw","0","37","8","crop=ih:ih:(iw-ih)/2:0","false","false","The literal name supplies the otherwise hidden breath phases while the full-body human clearly demonstrates every squat and arm sweep."
